gap,spec_group,claim_type,claim_count
435,k,v6,3828
435,k,v3,5071
435,k,v5,527
436,a,v4,2802
436,a,v3,12365
436,a,v6,2637
436,a,v5,9559
436,b,v3,600
436,b,v6,2289
436,b,v5,6238
436,b,v4,5451
436,c,v1,4765
436,c,v6,200
436,c,v5,7783
436,c,v4,8572
436,c,v3,11333
436,e,v4,5655
436,e,v1,4554
436,e,v6,503
436,e,v5,8024
436,f,v5,9453
436,f,v4,2623
436,g,v5,11785
436,g,v4,14154
436,h,v4,2969
436,h,v7,2846
436,h,v3,12024
436,h,v5,5643
436,i,v8,262
436,i,v6,7636
436,i,v5,1179
436,i,v7,8316
436,i,v4,8337
436,i,v1,7306
436,j,v4,7516
436,j,v6,13142
436,k,v1,939
436,k,v4,5464
436,k,v5,11877
437,a,v5,813
437,a,v6,12217
437,a,v1,1283
437,a,v4,1746
437,a,v3,8600
437,b,v3,13744
437,b,v4,10143
437,b,v6,12814
437,c,v4,6758
437,c,v5,13672
437,c,v6,7028
437,c,v3,13334
437,c,v1,14770
437,d,v4,7779
437,e,v5,12396
437,e,v1,575
437,e,v4,7471
437,e,v6,7644
437,e,v3,3499
437,f,v4,6673
437,g,v1,4978
437,g,v4,223
437,h,v5,12596
437,h,v1,7232
437,h,v3,11290
437,h,v4,10035
437,h,v6,9031
437,h,v7,904
437,i,v4,14357
437,i,v5,596
437,i,v1,7829
437,i,v6,12699
437,j,v4,11909
437,j,v3,5526
437,j,v5,13287
437,k,v3,10123
437,k,v5,1690
437,k,v4,3493
437,k,v6,2544
438,a,v3,10237
438,a,v6,14138
438,a,v4,138
438,b,v6,14853
438,b,v4,11047
438,b,v5,4572
438,b,v1,14212
438,b,v3,9595
438,c,v4,8850
438,c,v6,13928
438,c,v3,13250
438,c,v5,12212
438,c,v1,2844
438,d,v4,14087
438,d,v5,7970
438,d,v6,7730
438,e,v4,14586
438,e,v6,3113
438,e,v5,8906
438,f,v4,6471
438,g,v4,3786
438,h,v5,10374
438,h,v4,2923
438,h,v1,2654
438,h,v6,5587
438,h,v3,14672
438,i,v1,4610
438,i,v5,13428
438,i,v4,4811
438,j,v3,9608
438,j,v2,13915
438,j,v5,8408
438,k,v4,2355
438,k,v3,11320
438,k,v1,2834
438,k,v5,7183
439,a,v4,9371
439,a,v6,10867
439,a,v3,10848
439,a,v5,13960
439,b,v6,11101
439,b,v1,1859
439,b,v3,7864
439,b,v4,5383
439,b,v5,5545
439,c,v3,7674
439,c,v6,10227
439,c,v4,5717
439,c,v1,10423
439,c,v5,14354
439,d,v4,3279
439,d,v3,7725
439,d,v5,3410
439,e,v5,4504
439,e,v4,7753
439,f,v5,557
439,f,v4,14180
439,g,v5,3558
439,g,v4,13981
439,g,v6,9794
439,h,v3,8112
439,h,v1,952
439,h,v5,5314
439,h,v4,12528
439,i,v1,13269
439,i,v3,11291
439,i,v4,1902
439,i,v5,6304
439,i,v6,12367
439,j,v2,10519
439,k,v5,5991
439,k,v3,9082
439,k,v1,4692
439,k,v4,5283
440,a,v3,11593
440,a,v5,11539
440,a,v6,1621
440,a,v4,10612
440,a,v1,4034
440,b,v3,8280
440,b,v4,1686
440,b,v6,13812
440,b,v1,4167
440,c,v5,1912
440,c,v6,12954
440,c,v3,13777
440,c,v4,2097
440,c,v1,1571
440,d,v4,2955
440,d,v3,6911
440,e,v6,4950
440,e,v5,8972
440,e,v1,1722
440,e,v3,5100
440,e,v4,1444
440,f,v4,3511
440,f,v5,13244
440,f,v6,12239
440,g,v5,10025
440,g,v4,9571
440,g,v3,4744
440,h,v6,10544
440,h,v5,5667
440,h,v4,10837
440,h,v7,230
440,i,v1,7270
440,i,v5,2334
440,i,v4,1266
440,i,v6,1132
440,j,v2,3075
440,k,v4,9801
440,k,v6,8381
440,k,v1,10673
440,k,v3,7483
440,k,v5,2035
441,a,v1,9638
441,a,v4,9657
441,a,v5,10638
441,a,v6,12506
441,a,v3,1125
441,b,v4,8844
441,b,v5,1883
441,b,v3,3085
441,b,v6,14871
441,c,v4,8594
441,c,v3,14549
441,c,v6,13896
441,c,v5,5142
441,c,v1,11010
441,d,v6,2570
441,d,v3,9866
441,d,v4,4467
441,e,v4,7076
441,e,v3,391
441,e,v6,9659
441,e,v5,8661
441,f,v4,7787
441,f,v5,12442
441,f,v6,10010
441,h,v4,1309
441,h,v5,2420
441,h,v6,5190
441,h,v7,2209
441,h,v1,6903
441,h,v3,14441
441,i,v1,52
441,i,v7,12250
441,i,v5,11776
441,i,v4,12575
441,i,v6,2771
441,j,v5,8236
441,j,v4,14110
441,j,v6,450
441,j,v1,12552
441,j,v2,4590
441,k,v5,3869
441,k,v3,11017
441,k,v4,13322
441,k,v1,1385
442,a,v5,7463
442,a,v4,354
442,a,v3,7736
442,a,v6,3020
442,a,v1,4240
442,b,v6,131
442,b,v4,12533
442,b,v1,4809
442,b,v3,10991
442,b,v5,8145
442,c,v5,3922
442,c,v4,6831
442,c,v1,1189
442,c,v3,3639
442,c,v6,8953
442,d,v4,7145
442,e,v4,7292
442,e,v6,1681
442,e,v1,14455
442,e,v5,8791
442,e,v3,10584
442,f,v4,6786
442,f,v6,10127
442,g,v4,6763
442,h,v5,14491
442,h,v3,9006
442,h,v4,12509
442,i,v1,5298
442,i,v4,1655
442,i,v6,11133
442,i,v5,13073
442,j,v2,7452
442,j,v4,13165
442,k,v6,14861
442,k,v4,13737
442,k,v5,4641
442,k,v1,4640
442,k,v3,7637
443,a,v6,5288
443,a,v5,11156
443,a,v4,6496
443,a,v1,4151
443,a,v3,1961
443,b,v6,1439
443,b,v4,8400
443,b,v3,616
443,c,v4,926
443,c,v3,3225
443,c,v6,8028
443,c,v5,4005
443,c,v1,12051
443,d,v4,7546
443,e,v4,13645
443,e,v6,11829
443,e,v1,5177
443,f,v6,6007
443,f,v4,5784
443,g,v3,2960
443,g,v4,12326
443,h,v4,11954
443,h,v5,14439
443,h,v3,7212
443,i,v1,739
443,i,v5,8345
443,i,v6,12056
443,i,v4,846
443,j,v4,27
443,j,v5,11841
443,j,v3,12
443,k,v5,1714
443,k,v3,13869
443,k,v6,4820
443,k,v4,799
444,a,v6,9065
444,a,v4,4675
444,a,v3,1871
444,a,v5,1713
444,b,v6,4948
444,b,v3,2613
444,b,v4,8743
444,b,v5,2939
444,c,v1,2449
444,c,v3,8695
444,c,v6,9246
444,c,v4,8432
444,c,v5,14436
444,d,v4,8110
444,e,v4,6552
444,e,v1,4985
444,e,v6,503
444,e,v3,10410
444,f,v4,2661
444,g,v4,3977
444,g,v3,12585
444,h,v4,12369
444,h,v3,11061
444,h,v5,10057
444,i,v4,3618
444,i,v5,12109
444,i,v1,828
444,i,v7,4824
444,j,v4,927
444,j,v5,14091
444,j,v3,8443
444,j,v6,14644
444,k,v3,957
444,k,v6,3364
444,k,v4,7992
444,k,v1,1575
444,k,v5,3055
445,a,v3,236
445,a,v4,142
445,a,v6,9720
445,a,v5,6734
445,b,v6,1158
445,b,v4,10953
445,b,v3,310
445,b,v5,8366
445,c,v1,7792
445,c,v3,6942
445,c,v4,14547
445,c,v5,6980
445,c,v6,7359
445,d,v4,8672
445,e,v1,12858
445,e,v6,14875
445,e,v4,1062
445,f,v6,8824
445,f,v4,7471
445,f,v5,11794
445,g,v4,6563
445,h,v3,12051
445,h,v4,92
445,i,v6,10570
445,i,v7,3112
445,i,v3,1737
445,i,v4,13197
445,i,v5,6544
445,i,v1,297
445,j,v5,11419
445,j,v2,1253
445,k,v1,6889
445,k,v3,12861
445,k,v4,968
445,k,v5,10847
446,a,v3,8112
446,a,v1,14431
446,a,v5,2765
446,a,v6,5774
446,a,v4,14481
446,b,v4,8655
446,b,v3,5969
446,b,v6,14388
446,c,v4,2321
446,c,v6,5171
446,c,v5,1377
446,c,v3,2163
446,c,v1,7205
446,d,v4,2756
446,e,v5,3536
446,e,v1,2487
446,e,v6,12681
446,e,v4,7855
446,h,v3,11211
446,h,v6,2936
446,h,v1,10121
446,h,v5,7883
446,h,v4,13451
446,i,v1,7842
446,i,v5,12531
446,i,v4,2674
446,j,v2,11888
446,k,v4,7109
446,k,v5,10262
446,k,v1,10870
446,k,v3,8439
447,a,v3,3188
447,a,v6,6257
447,a,v4,13681
447,a,v5,11265
447,b,v4,182
447,b,v5,10861
447,b,v6,14468
447,b,v3,3717
447,c,v6,6776
447,c,v3,5862
447,c,v5,5728
447,c,v4,2831
447,c,v1,8627
447,d,v4,2958
447,d,v5,5771
447,d,v3,13425
447,e,v1,11835
447,e,v4,10052
447,f,v6,13209
447,f,v4,7714
447,h,v4,1710
447,h,v5,7865
447,h,v3,11798
447,h,v6,11106
447,i,v6,9621
447,i,v5,4392
447,i,v4,9099
447,i,v1,919
447,j,v5,9131
447,j,v4,8255
447,j,v2,9918
447,k,v5,13947
447,k,v4,9530
447,k,v6,13031
447,k,v1,2440
448,a,v4,10327
448,a,v6,5902
448,a,v3,3593
448,a,v5,7046
448,b,v6,2608
448,b,v5,5870
448,b,v4,10904
448,b,v1,2754
448,b,v3,12988
448,c,v4,8258
448,c,v5,7779
448,c,v6,9872
448,c,v1,85
448,c,v3,9232
448,d,v3,3262
448,d,v4,2477
448,e,v4,3457
448,e,v1,6782
448,f,v4,3772
448,g,v1,897
448,g,v5,6586
448,g,v4,6358
448,h,v6,4140
448,h,v4,1952
448,h,v5,9062
448,i,v1,8365
448,i,v5,12520
448,i,v4,14612
448,j,v4,336
448,j,v1,1270
448,j,v6,10003
448,j,v2,12433
448,j,v5,10053
448,k,v1,1469
448,k,v3,9950
448,k,v4,541
448,k,v5,13566
449,a,v6,2935
449,a,v1,7976
449,a,v5,6963
449,a,v4,4486
449,a,v3,8613
449,b,v5,6755
449,b,v4,14547
449,b,v3,5606
449,c,v5,2192
449,c,v3,3771
449,c,v1,10202
449,c,v4,2625
449,c,v6,2687
449,d,v4,3707
449,e,v4,13647
449,f,v4,1873
449,g,v5,9943
449,g,v4,3353
449,h,v1,6368
449,h,v6,9854
449,h,v5,8367
449,h,v3,9207
449,h,v4,8111
449,i,v1,7707
449,i,v4,7207
449,i,v5,12329
449,i,v6,4628
449,j,v5,9526
449,j,v1,9325
449,j,v4,5475
449,j,v2,13485
449,j,v6,12293
449,k,v5,13791
449,k,v3,4532
449,k,v4,6189
449,k,v1,8343
450,a,v5,2794
450,a,v1,14228
450,a,v4,8462
450,a,v6,13921
450,a,v3,2666
450,b,v4,1970
450,b,v6,426
450,b,v1,4229
450,b,v3,4083
450,c,v6,8310
450,c,v3,2524
450,c,v1,12203
450,c,v4,10666
450,c,v5,6554
450,d,v4,11928
450,e,v4,11463
450,e,v1,7474
450,e,v6,7458
450,f,v4,3947
450,g,v6,12836
450,g,v4,8031
450,g,v1,8493
450,g,v5,3082
450,h,v5,8234
450,h,v4,2749
450,h,v6,4946
450,h,v3,7791
450,h,v1,4540
450,h,v7,11733
450,i,v6,10707
450,i,v1,3938
450,i,v5,12739
450,i,v4,9956
450,j,v5,8523
450,j,v1,8325
450,j,v2,9265
450,k,v4,9551
450,k,v3,9272
450,k,v5,7079
451,a,v1,14336
451,a,v3,12058
451,a,v4,5313
451,a,v6,1635
451,a,v5,10259
451,b,v1,8914
451,b,v6,6201
451,b,v3,11072
451,b,v4,13162
451,c,v1,7940
451,c,v3,14923
451,c,v4,9446
451,c,v6,897
451,c,v5,1150
451,e,v4,2922
451,e,v3,2021
451,f,v4,4239
451,g,v4,3205
451,h,v5,10452
451,h,v1,14316
451,h,v4,3530
451,h,v3,14694
451,i,v4,10908
451,i,v7,6690
451,i,v1,3666
451,i,v5,6795
451,j,v2,3472
451,j,v4,5805
451,j,v1,2293
451,j,v5,10033
451,k,v3,12505
451,k,v4,3363
451,k,v5,13472
452,a,v6,463
452,a,v3,7207
452,a,v4,6282
452,a,v5,14063
452,b,v3,10604
452,b,v4,10419
452,b,v6,193
452,c,v6,1429
452,c,v5,135
452,c,v4,12046
452,c,v3,5372
452,d,v4,12430
452,d,v3,7044
452,d,v1,560
452,d,v5,937
452,e,v6,9662
452,e,v3,8434
452,e,v4,4575
452,e,v5,13392
452,e,v1,12004
452,f,v4,2633
452,g,v4,11522
452,g,v3,10901
452,g,v1,14365
452,g,v5,10156
452,g,v6,9261
452,h,v3,12892
452,h,v5,5445
452,h,v4,1492
452,h,v6,14282
452,i,v1,4301
452,i,v5,10348
452,i,v6,11836
452,i,v4,2846
452,j,v4,4021
452,j,v5,4387
452,j,v1,5106
452,j,v3,11660
452,j,v2,10488
452,k,v4,8422
452,k,v5,8830
452,k,v6,6184
452,k,v3,3995
453,a,v3,10175
453,a,v4,7140
453,a,v5,13533
453,a,v6,3895
453,b,v3,10165
453,b,v6,11105
453,b,v4,13771
453,b,v5,6071
453,c,v1,12275
453,c,v3,12419
453,c,v4,7918
453,c,v5,2228
453,c,v6,9588
453,d,v6,14186
453,d,v4,1450
453,d,v5,13499
453,d,v1,4682
453,e,v4,4129
453,e,v5,423
453,e,v6,2873
453,e,v1,4960
453,f,v4,3169
453,g,v4,10387
453,h,v3,3406
453,h,v5,7317
453,h,v4,7865
453,i,v5,4433
453,i,v4,11393
453,i,v7,4666
453,i,v1,4388
453,k,v3,12637
453,k,v6,1423
453,k,v1,7445
453,k,v5,3550
453,k,v4,11474
454,a,v3,4455
454,a,v1,2990
454,a,v5,9562
454,a,v4,3574
454,a,v6,7149
454,b,v6,10026
454,b,v5,14839
454,b,v3,14544
454,b,v4,4737
454,c,v5,2612
454,c,v1,899
454,c,v6,2431
454,c,v4,9813
454,c,v3,8690
454,e,v6,412
454,e,v4,14944
454,e,v1,9409
454,f,v5,796
454,f,v4,3979
454,f,v6,9327
454,g,v4,183
454,g,v3,8480
454,h,v1,9022
454,h,v4,9321
454,h,v3,8276
454,h,v5,2724
454,i,v4,14130
454,i,v5,3600
454,i,v6,12185
454,i,v1,3218
454,j,v3,273
454,j,v6,11979
454,j,v4,3182
454,j,v5,4763
454,k,v3,3000
454,k,v1,8283
454,k,v4,12541
454,k,v5,6994
455,a,v3,1927
455,a,v6,6800
455,a,v5,7488
455,a,v4,869
455,a,v1,12558
455,b,v4,91
455,b,v6,1235
455,b,v5,2644
455,b,v3,4204
455,c,v4,8881
455,c,v1,4882
455,c,v5,12882
455,c,v6,4343
455,c,v3,6408
455,d,v4,5333
455,d,v3,4577
455,d,v5,2136
455,e,v3,7639
455,e,v6,2116
455,e,v4,6086
455,f,v4,6926
455,g,v4,6384
455,g,v5,970
455,g,v7,5992
455,h,v3,11445
455,h,v1,5192
455,h,v6,11952
455,h,v5,8910
455,h,v4,11170
455,i,v6,1753
455,i,v1,2450
455,i,v5,8475
455,i,v4,5921
455,j,v1,3868
455,j,v6,1970
455,j,v3,14444
455,j,v2,1369
455,j,v5,9892
455,k,v6,9262
455,k,v3,3483
455,k,v4,4961
455,k,v5,12951
456,a,v4,8906
456,a,v5,5437
456,a,v3,2606
456,a,v6,9588
456,b,v6,11206
456,b,v3,13076
456,b,v4,8830
456,c,v6,7031
456,c,v5,9129
456,c,v3,12867
456,c,v4,7690
456,c,v1,14226
456,d,v3,4761
456,d,v6,9672
456,d,v5,8541
456,d,v4,1913
456,e,v4,10852
456,g,v4,905
456,h,v5,11443
456,h,v3,12941
456,h,v1,12595
456,h,v4,13550
456,i,v4,10797
456,i,v5,675
456,i,v1,11700
456,j,v4,5508
456,j,v1,8306
456,j,v2,12674
456,j,v5,11898
456,k,v1,13903
456,k,v3,2658
456,k,v4,4195
456,k,v5,5151
456,k,v6,11116
457,a,v4,8861
457,a,v3,5889
457,a,v6,5330
457,a,v5,4659
457,b,v4,8108
457,b,v3,8648
457,b,v5,2456
457,b,v6,13741
457,c,v6,8902
457,c,v5,10018
457,c,v4,6025
457,c,v3,13322
457,c,v1,5712
457,d,v4,6902
457,e,v4,8164
457,h,v1,11496
457,h,v4,6287
457,h,v3,2837
457,h,v5,3220
457,i,v4,1869
457,i,v5,13138
457,i,v1,1796
457,j,v1,46
457,j,v5,3236
457,j,v2,9773
457,j,v4,12356
457,k,v1,9255
457,k,v4,13285
457,k,v5,5593
457,k,v3,7423
458,a,v3,6842
458,a,v6,2222
458,a,v5,7812
458,a,v4,8810
458,b,v3,11372
458,b,v6,3214
458,b,v4,1060
458,c,v5,717
458,c,v6,7132
458,c,v3,2671
458,c,v4,8705
458,c,v1,6163
458,d,v3,7180
458,d,v4,1703
458,e,v1,10946
458,e,v6,13288
458,e,v4,12081
458,e,v5,13640
458,f,v5,12513
458,f,v4,745
458,f,v6,4109
458,g,v4,10536
458,h,v5,55
458,h,v4,8617
458,h,v3,539
458,i,v4,1421
458,i,v1,1503
458,i,v5,14569
458,j,v5,9875
458,j,v4,1362
458,k,v3,4220
458,k,v6,6855
458,k,v9,14338
458,k,v4,14444
458,k,v5,6643
459,a,v5,1835
459,a,v6,802
459,a,v3,6421
459,a,v4,10853
459,b,v4,13961
459,b,v3,2082
459,b,v6,173
459,b,v5,10071
459,c,v6,12138
459,c,v4,8760
459,c,v5,11879
459,c,v3,14983
459,d,v3,2246
459,d,v4,2663
459,e,v4,12158
459,g,v6,2594
459,g,v3,14488
459,g,v4,8503
459,h,v3,11241
459,h,v5,6274
459,h,v4,8746
459,i,v1,434
459,i,v4,1311
459,k,v4,4886
459,k,v3,3770
459,k,v5,1210
460,a,v3,10033
460,a,v5,5204
460,a,v6,11265
460,a,v4,9454
460,b,v5,11934
460,b,v4,4124
460,b,v3,11591
460,b,v6,9006
460,c,v4,12812
460,c,v5,83
460,c,v6,924
460,c,v1,5427
460,c,v3,84
460,e,v1,5310
460,e,v4,10646
460,f,v6,4221
460,f,v5,12965
460,f,v4,14479
460,g,v4,11457
460,g,v5,8880
460,g,v6,5172
460,h,v3,978
460,h,v4,1883
460,h,v1,7538
460,i,v5,3130
460,i,v4,11283
460,i,v1,7326
460,k,v4,12527
460,k,v5,14321
460,k,v3,9068
461,a,v6,10612
461,a,v5,4216
461,a,v3,13350
461,a,v4,8249
461,b,v4,1209
461,b,v5,12286
461,b,v6,8694
461,b,v3,13295
461,c,v5,13727
461,c,v1,7151
461,c,v6,14000
461,c,v4,428
461,c,v3,9993
461,d,v4,829
461,d,v3,10075
461,d,v5,4035
461,e,v3,10251
461,e,v6,11495
461,e,v4,757
461,f,v4,12555
461,f,v6,2287
461,g,v6,1252
461,g,v1,3890
461,g,v5,14816
461,g,v3,664
461,g,v4,7772
461,h,v4,743
461,h,v5,6119
461,h,v6,13006
461,h,v3,5481
461,i,v5,736
461,i,v4,13957
461,i,v7,5415
461,i,v1,8928
461,i,v2,879
461,i,v6,12587
461,k,v4,1391
461,k,v1,12710
461,k,v5,14805
461,k,v3,13203
462,a,v1,5233
462,a,v3,5280
462,a,v4,10213
462,a,v6,4188
462,a,v5,11506
462,b,v1,14489
462,b,v6,2481
462,b,v4,4785
462,b,v3,6000
462,b,v5,8823
462,c,v3,5495
462,c,v6,12475
462,c,v5,11390
462,c,v1,12789
462,c,v4,5612
462,c,v7,7451
462,d,v1,6140
462,d,v5,503
462,d,v4,300
462,e,v5,12923
462,e,v1,9615
462,e,v6,8184
462,e,v4,3981
462,f,v5,357
462,f,v4,10107
462,f,v6,2387
462,g,v4,3248
462,g,v3,5503
462,h,v6,8840
462,h,v4,11985
462,h,v5,12152
462,h,v1,11239
462,h,v3,7685
462,h,v7,10355
462,i,v1,13965
462,i,v5,4994
462,i,v4,7355
462,i,v7,14032
462,j,v2,2440
462,j,v5,10237
462,j,v6,6189
462,j,v1,7989
462,j,v4,9334
462,k,v1,462
462,k,v9,3050
462,k,v3,4711
462,k,v4,9786
462,k,v5,2084
463,a,v1,5080
463,a,v6,12406
463,a,v4,10857
463,a,v3,2564
463,a,v5,2019
463,b,v6,4734
463,b,v4,12417
463,b,v3,5545
463,c,v6,1410
463,c,v3,4986
463,c,v5,4334
463,c,v1,888
463,c,v4,1621
463,d,v4,12375
463,e,v6,9465
463,e,v4,8975
463,f,v5,4770
463,f,v4,13466
463,f,v6,8437
463,g,v6,1149
463,g,v4,3047
463,h,v3,11784
463,h,v7,12386
463,h,v4,13003
463,h,v6,8614
463,h,v5,5148
463,i,v4,57
463,i,v6,13637
463,i,v5,2245
463,i,v1,10042
463,j,v2,9167
463,j,v1,11815
463,j,v5,8678
463,k,v3,5063
463,k,v4,12251
463,k,v5,94
463,k,v1,11525
464,a,v6,344
464,a,v5,14168
464,a,v3,3683
464,a,v4,4394
464,b,v4,5845
464,b,v3,4630
464,b,v5,13487
464,b,v6,7011
464,c,v3,578
464,c,v6,2766
464,c,v1,603
464,c,v4,3216
464,c,v5,3954
464,e,v6,14005
464,e,v1,9502
464,e,v4,10071
464,f,v4,2007
464,g,v4,14640
464,h,v5,4032
464,h,v6,4758
464,h,v3,13352
464,h,v4,4226
464,i,v1,7531
464,i,v5,14271
464,i,v4,11679
464,j,v5,7978
464,j,v6,8310
464,j,v1,3322
464,j,v2,2943
464,k,v6,3344
464,k,v4,10990
464,k,v1,1918
464,k,v5,4059
464,k,v3,10857
465,a,v4,11556
465,a,v5,3396
465,a,v6,9294
465,a,v3,1583
465,b,v4,5886
465,b,v3,13458
465,c,v2,8112
465,c,v5,6195
465,c,v6,13986
465,c,v4,2460
465,c,v3,13201
465,d,v5,13709
465,d,v3,1976
465,e,v4,4051
465,e,v3,2902
465,f,v4,4614
465,g,v4,13041
465,h,v5,9639
465,h,v3,1919
465,h,v4,2987
465,i,v4,12485
465,i,v1,4677
465,j,v4,11360
465,j,v6,5693
465,j,v2,10902
465,j,v5,13678
465,j,v1,13758
465,k,v6,2615
465,k,v4,6173
465,k,v3,6639
465,k,v1,6704
465,k,v5,13817
466,a,v5,3299
466,a,v3,9574
466,a,v4,7199
466,a,v6,4958
466,b,v3,14453
466,b,v4,14688
466,b,v5,11997
466,b,v6,4147
466,c,v5,4447
466,c,v4,10941
466,c,v6,4975
466,c,v1,1832
466,c,v3,10502
466,e,v1,5812
466,e,v6,4903
466,e,v4,3998
466,f,v4,3922
466,g,v4,4216
466,h,v5,8982
466,h,v4,2717
466,i,v5,5013
466,i,v4,4062
466,i,v1,195
466,j,v3,9853
466,j,v5,10359
466,k,v4,6752
466,k,v3,13182
466,k,v6,4407
467,a,v1,13681
467,a,v3,7497
467,a,v6,13679
467,a,v4,9148
467,b,v4,13753
467,b,v6,12912
467,b,v3,9453
467,b,v5,10930
467,b,v1,11474
467,c,v5,5191
467,c,v4,13558
467,c,v1,12832
467,c,v6,1849
467,c,v3,11509
467,e,v4,5385
467,e,v6,5590
467,e,v5,14265
467,f,v4,3733
467,g,v4,12595
467,g,v5,13968
467,h,v4,9184
467,h,v5,4831
467,h,v3,5773
467,i,v1,1974
467,i,v4,1562
467,k,v1,10613
467,k,v5,8937
467,k,v6,13531
467,k,v4,4843
468,a,v4,2189
468,a,v6,9884
468,a,v3,505
468,a,v5,14985
468,b,v4,2239
468,b,v3,11799
468,b,v6,8384
468,b,v5,9162
468,c,v6,2861
468,c,v3,5808
468,c,v5,5642
468,c,v4,3169
468,c,v2,2365
468,c,v1,2145
468,d,v3,2892
468,d,v4,1315
468,f,v5,8754
468,f,v6,13539
468,f,v4,10804
468,g,v4,3824
468,g,v3,8735
468,g,v6,2100
468,h,v4,10410
468,h,v5,9756
468,h,v3,5277
468,i,v4,1004
468,i,v1,4591
468,j,v5,11076
468,j,v1,12609
468,k,v1,2513
468,k,v6,12045
468,k,v3,4676
468,k,v5,5791
468,k,v4,14835
469,a,v4,921
469,a,v3,14285
469,a,v6,1699
469,a,v5,3294
469,b,v6,6170
469,b,v4,4157
469,b,v3,770
469,b,v5,7138
469,c,v5,9959
469,c,v2,12618
469,c,v1,11597
469,c,v3,10409
469,c,v4,6077
469,c,v6,533
469,d,v4,13932
469,d,v5,7402
469,e,v3,14875
469,e,v6,3739
469,e,v4,7209
469,e,v1,4602
469,f,v4,10615
469,f,v6,2635
469,f,v5,9920
469,g,v5,1586
469,g,v9,1164
469,g,v3,9255
469,g,v4,7888
469,h,v5,307
469,h,v4,9005
469,i,v5,14960
469,i,v4,14661
469,i,v1,8787
469,j,v2,5960
469,j,v5,4064
469,j,v1,3732
469,j,v4,14564
469,k,v6,5700
469,k,v5,6767
469,k,v4,9468
469,k,v9,4575
470,a,v3,1851
470,a,v4,2390
470,a,v6,13092
470,a,v5,12058
470,b,v4,1472
470,b,v6,11342
470,b,v3,8481
470,b,v5,6581
470,c,v2,9479
470,c,v1,4777
470,c,v3,4250
470,c,v4,1275
470,c,v6,14790
470,c,v5,624
470,d,v4,268
470,e,v3,553
470,e,v4,4547
470,f,v6,7339
470,f,v4,13443
470,g,v4,12066
470,h,v4,9919
470,i,v5,6729
470,i,v4,12590
470,i,v1,4426
470,j,v5,4393
470,j,v4,11415
470,j,v1,2003
470,j,v6,11949
470,j,v2,1916
470,k,v1,6296
470,k,v5,9107
470,k,v4,14900
470,k,v3,9958
470,k,v6,5409
471,a,v6,13413
471,a,v3,14098
471,a,v4,1586
471,a,v5,13112
471,a,v1,3679
471,b,v5,12518
471,b,v6,3724
471,b,v3,649
471,b,v4,3409
471,b,v1,12772
471,c,v5,215
471,c,v4,14321
471,c,v6,10247
471,c,v1,2931
471,d,v4,11187
471,e,v4,9823
471,e,v3,12591
471,f,v4,5067
471,g,v4,14249
471,g,v5,12201
471,g,v3,4986
471,h,v1,8224
471,h,v5,620
471,h,v6,13225
471,h,v3,7518
471,h,v4,13682
471,i,v4,7131
471,i,v1,11852
471,i,v5,421
471,j,v2,828
471,k,v6,4508
471,k,v3,4391
471,k,v4,9962
471,k,v5,5475
471,k,v1,4645
472,a,v5,7238
472,a,v4,10420
472,a,v6,1035
472,a,v3,13269
472,b,v7,5137
472,b,v4,13804
472,b,v5,11156
472,b,v3,4846
472,b,v6,12043
472,c,v4,12932
472,c,v3,14829
472,c,v5,14101
472,e,v1,2956
472,e,v6,12918
472,e,v5,1333
472,e,v4,12902
472,f,v6,8084
472,f,v4,12508
472,h,v4,2373
472,h,v5,12012
472,h,v3,12752
472,i,v1,1986
472,i,v6,7665
472,i,v5,12969
472,i,v4,6812
472,j,v6,10739
472,j,v5,5093
472,j,v2,11717
472,j,v4,314
472,k,v3,8172
472,k,v4,9185
473,a,v1,3707
473,a,v6,8016
473,a,v4,11886
473,a,v5,5573
473,a,v3,12889
473,b,v4,13025
473,b,v5,14296
473,b,v6,3186
473,b,v3,6775
473,c,v5,7443
473,c,v1,431
473,c,v4,14017
473,c,v3,9624
473,c,v6,2947
473,d,v4,6151
473,d,v3,11040
473,d,v5,11104
473,e,v4,14951
473,g,v4,10201
473,g,v3,9850
473,h,v4,2694
473,h,v5,14886
473,h,v3,44
473,i,v4,3778
473,i,v5,9773
473,i,v1,3829
473,k,v4,11461
473,k,v1,848
473,k,v3,8942
473,k,v5,5937
473,k,v6,14295
474,a,v4,1879
474,a,v3,8886
474,a,v6,7852
474,b,v4,10239
474,b,v3,8861
474,b,v1,10746
474,b,v5,2973
474,b,v6,10296
474,c,v1,12448
474,c,v3,10629
474,c,v4,12122
474,c,v6,9723
474,c,v5,6285
474,e,v4,9196
474,g,v5,11754
474,g,v4,12973
474,g,v3,8625
474,g,v1,8971
474,h,v6,14576
474,h,v3,2396
474,h,v4,6555
474,h,v5,12810
474,i,v4,3291
474,k,v3,285
474,k,v4,5910
474,k,v6,7326
474,k,v5,1667
474,k,v1,3839
475,a,v5,4498
475,a,v6,1754
475,a,v3,11700
475,a,v4,13987
475,a,v1,13679
475,b,v3,6607
475,b,v4,3377
475,b,v5,5542
475,b,v6,5813
475,c,v4,11383
475,c,v6,4171
475,c,v3,386
475,c,v5,5694
475,c,v1,7731
475,c,v2,14622
475,d,v4,8998
475,d,v5,3790
475,d,v3,7387
475,e,v1,9987
475,e,v4,9709
475,e,v6,3776
475,f,v3,5479
